year,category,motivation,fullName,gender,Question,Answer
2014,chemistry,for the development of super-resolved fluorescence microscopy,William E. Moerner,male,Who won a Nobel Prize for chemistry in 2014?,William E. Moerner won a Nobel Prize for chemistry in 2014 for for the development of super-resolved fluorescence microscopy
2014,chemistry,for the development of super-resolved fluorescence microscopy,Eric Betzig,male,Who won a Nobel Prize for chemistry in 2014?,Eric Betzig won a Nobel Prize for chemistry in 2014 for for the development of super-resolved fluorescence microscopy
2014,physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Shuji Nakamura,male,Who won a Nobel Prize for physics in 2014?,Shuji Nakamura won a Nobel Prize for physics in 2014 for for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Hiroshi Amano,male,Who won a Nobel Prize for physics in 2014?,Hiroshi Amano won a Nobel Prize for physics in 2014 for for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Isamu Akasaki,male,Who won a Nobel Prize for physics in 2014?,Isamu Akasaki won a Nobel Prize for physics in 2014 for for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,medicine,for their discoveries of cells that constitute a positioning system in the brain,Edvard I. Moser,male,Who won a Nobel Prize for medicine in 2014?,Edvard I. Moser won a Nobel Prize for medicine in 2014 for for their discoveries of cells that constitute a positioning system in the brain
2014,medicine,for their discoveries of cells that constitute a positioning system in the brain,John O'Keefe,male,Who won a Nobel Prize for medicine in 2014?,John O'Keefe won a Nobel Prize for medicine in 2014 for for their discoveries of cells that constitute a positioning system in the brain
2013,medicine,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,Thomas C. Sudhof,male,Who won a Nobel Prize for medicine in 2013?,Thomas C. Sudhof won a Nobel Prize for medicine in 2013 for for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
2013,chemistry,for the development of multiscale models for complex chemical systems,Martin Karplus,male,Who won a Nobel Prize for chemistry in 2013?,Martin Karplus won a Nobel Prize for chemistry in 2013 for for the development of multiscale models for complex chemical systems
2013,physics,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider,Franois Englert,male,Who won a Nobel Prize for physics in 2013?,Franois Englert won a Nobel Prize for physics in 2013 for for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider
2013,economics,for their empirical analysis of asset prices,Robert J. Shiller,male,Who won a Nobel Prize for economics in 2013?,Robert J. Shiller won a Nobel Prize for economics in 2013 for for their empirical analysis of asset prices
2013,economics,for their empirical analysis of asset prices,Lars Peter Hansen,male,Who won a Nobel Prize for economics in 2013?,Lars Peter Hansen won a Nobel Prize for economics in 2013 for for their empirical analysis of asset prices
2013,economics,for their empirical analysis of asset prices,Eugene F. Fama,male,Who won a Nobel Prize for economics in 2013?,Eugene F. Fama won a Nobel Prize for economics in 2013 for for their empirical analysis of asset prices
2013,peace,for its extensive efforts to eliminate chemical weapons,Organisation for the Prohibition of Chemical Weapons ,org,Who won a Nobel Prize for peace in 2013?,Organisation for the Prohibition of Chemical Weapons  won a Nobel Prize for peace in 2013 for for its extensive efforts to eliminate chemical weapons
2013,literature,master of the contemporary short story,Alice Munro,female,Who won a Nobel Prize for literature in 2013?,Alice Munro won a Nobel Prize for literature in 2013 for master of the contemporary short story
2013,chemistry,for the development of multiscale models for complex chemical systems,Arieh Warshel,male,Who won a Nobel Prize for chemistry in 2013?,Arieh Warshel won a Nobel Prize for chemistry in 2013 for for the development of multiscale models for complex chemical systems
2013,chemistry,for the development of multiscale models for complex chemical systems,Michael Levitt,male,Who won a Nobel Prize for chemistry in 2013?,Michael Levitt won a Nobel Prize for chemistry in 2013 for for the development of multiscale models for complex chemical systems
2013,physics,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider,Peter Higgs,male,Who won a Nobel Prize for physics in 2013?,Peter Higgs won a Nobel Prize for physics in 2013 for for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider
2013,medicine,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,Randy W. Schekman,male,Who won a Nobel Prize for medicine in 2013?,Randy W. Schekman won a Nobel Prize for medicine in 2013 for for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
2013,medicine,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,James E. Rothman,male,Who won a Nobel Prize for medicine in 2013?,James E. Rothman won a Nobel Prize for medicine in 2013 for for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
2012,physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,Serge Haroche,male,Who won a Nobel Prize for physics in 2012?,Serge Haroche won a Nobel Prize for physics in 2012 for for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
2012,economics,for the theory of stable allocations and the practice of market design,Lloyd S. Shapley,male,Who won a Nobel Prize for economics in 2012?,Lloyd S. Shapley won a Nobel Prize for economics in 2012 for for the theory of stable allocations and the practice of market design
2012,economics,for the theory of stable allocations and the practice of market design,Alvin E. Roth,male,Who won a Nobel Prize for economics in 2012?,Alvin E. Roth won a Nobel Prize for economics in 2012 for for the theory of stable allocations and the practice of market design
2012,peace,for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe,European Union ,org,Who won a Nobel Prize for peace in 2012?,European Union  won a Nobel Prize for peace in 2012 for for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe
